name,target_score,avoid_score,total_score,military_score,american_wars_score,revolutionary war_score,war of 1812_score,cold war_score,jackson_score,geopolitics_score,early_america_score,economic_score,decolonization_score,critical_theory_score,social_issues_score,economic_systems_score,cultural_studies_score,environmental_score,migration_score,transnational_score,indigenous_score,african_score,rousseau_score,empire_studies_score,post-wwii_score,1960s_score,islam_score,school
Alvita Akiboh,0.43025116307581585,-0.6455852420594997,-0.2153340789836839,0.4324694194582978,0.367864810365266,0.43686506286367977,0.2887335395449343,0.36223137548991613,0.4419946656813698,0.5389948363625814,0.5225226971838209,0.3524682939052582,-0.6269579843751022,-0.6180667220191522,-0.5299176731043392,-0.6142366860682766,-0.8022458903491497,-0.4969052036425897,-0.6787468049675226,-0.799020472559191,-0.692383616364428,-0.5774873634800315,-0.4197742537811353,-0.8725412548764756,-0.5204500295221806,-0.6088068261742592,-0.4106953131567155,yale
Jennifer Allen,0.5264923275744694,-0.5892503617415786,-0.06275803416710923,0.5012960050288622,0.5996434417420105,0.42051089514086126,0.41789419994390375,0.7892605006694794,0.3779361374657832,0.5330387073755264,0.3920346620245509,0.42445550554742423,-0.5411787685006857,-0.5340105853229762,-0.5702769147853057,-0.567235787295633,-0.9357776418328285,-0.4492391375824809,-0.6368363810703158,-0.6463405440251033,-0.4452521816960403,-0.49259554722812027,-0.3984350610731377,-0.5137182269245386,-0.6990978486835957,-0.5289525107791027,-0.4313909934695672,yale
Sunil Amrith,0.4269141105399998,-0.677290992108049,-0.2503768815680492,0.5081881042502143,0.412115058539442,0.3578096738403498,0.3262576162843478,0.4411188223847637,0.40615448792591513,0.45194974105667185,0.410479874910066,0.46943216746052113,-0.5355373565107584,-0.5514561015491684,-0.49881346568110446,-0.5403510737232864,-0.7030339669436216,-0.9093945305794477,-0.9508126527070999,-0.5478778051381762,-0.9093592893332243,-0.5959266374508541,-0.4485440641770968,-0.5598074559950167,-0.5747681984847243,-0.7430618535727262,-0.48200884462752636,yale
Sergei Antonov,0.5698426798863876,-0.7031784772391142,-0.1333357973527266,0.5938943132962667,0.3952472252729394,0.3747225720226682,0.46182117586334553,0.7892967253923416,0.40281905372367427,0.6095026169504438,0.4287528499960899,0.7199991583824158,-0.5332541644573212,-0.6783929981153323,-0.7710702727238338,-0.9260867554694414,-0.8491133498027921,-0.5887674014348622,-0.5741991119226441,-0.8578189946711063,-0.46725847478955984,-0.5548449206786852,-0.7170017234803666,-0.8541343985125422,-0.6193329157928626,-0.599834860435554,-0.5088156292172656,yale
Lauren Benton,0.4491628832893328,-0.6414968187454707,-0.19233393545613792,0.41967766265074413,0.3820308551259126,0.40541573332137415,0.313236689421948,0.31109868532844953,0.39667266270849444,0.6480812118781938,0.4806444218869162,0.4863004532953104,-0.5561194363981485,-0.7085754123550876,-0.4434293447993696,-0.4526339432638552,-0.7366698142141104,-0.4808666337177986,-0.6497789196670055,-0.9545036237686872,-0.5233090063557029,-0.6271644655082907,-0.4565334289872847,-0.9272448420524597,-0.475637747240918,-0.4960786758123764,-0.46384178195148706,yale
Paola Bertucci,0.5129031588612822,-0.6833649549572715,-0.17046179609598922,0.4609039030969143,0.4905398791374381,0.42394603285380617,0.3649519856118021,0.43999868629391864,0.4296786313029852,0.48166285447776314,0.6179452106356621,0.7151311874389649,-0.6019671902888352,-0.8502089290155304,-0.6854415993206203,-0.6419688294030199,-0.81293128952384,-0.5427267481386662,-0.6667679756879806,-0.90742845274508,-0.6286114567358579,-0.5345741240307689,-0.6592018532984216,-0.7654007934033871,-0.5746425723826344,-0.509111889389654,-0.5563372789571683,yale
Ned Blackhawk,0.40642560817599654,-0.5656706877057873,-0.15924507952979078,0.3604143392170469,0.24116865675927948,0.5098286126875231,0.28540473454313364,0.2532828262341874,0.36429444297596264,0.4019439047154031,0.5671614282204274,0.41376043272515145,-0.5008493764325976,-0.5397031548619271,-0.5073066297918558,-0.3900440346280282,-0.4606058271601796,-0.3728769074368756,-0.6127617064863443,-0.4223028952255845,-1.036509808152914,-0.6659738282673061,-0.36280840614578147,-0.5700543476268649,-0.39187899537916693,-0.4392631156370044,-0.4111392182530835,yale
David Blight,0.5311131781623354,-0.697053480487728,-0.16594030232539259,0.5528301000595093,0.5322068042660035,0.5996732472169279,0.5168923025329908,0.5048892322294658,0.44738259823615745,0.4696274054422974,0.6356451781373829,0.458687257412821,-0.5532909715548158,-0.6737252566963434,-0.7550357613712549,-0.6346669862046838,-0.8592634107917547,-0.49838346402559963,-0.5811640561092645,-0.8515040059573948,-0.650664608925581,-0.8261391876731068,-0.6628596009404369,-0.6709850244224072,-0.5558874543756247,-0.8381973225623369,-0.5270726055993389,yale
Daniel Botsman,0.5271871946621339,-0.6158572086554938,-0.08867001399335983,0.5757479474153006,0.6432310579291133,0.3780328380269191,0.40944785316785187,0.5594015311401069,0.4007395789322872,0.44925222813357013,0.41972344821601204,0.6928283885121346,-0.544025841065579,-0.6501326391316409,-0.6069454931698384,-0.41845737288607976,-0.6871066844268214,-0.5127416846342385,-0.6490630678832531,-0.8884118096902966,-0.6072303090865414,-0.571725885073344,-0.5441896829589528,-0.6001975312829018,-0.589821282029152,-0.6384302630004558,-0.44815524314139793,yale
Paul Bushkovitch,0.37627552871408837,-0.5372226699645799,-0.16094714125049153,0.3891265482505163,0.32844480425420713,0.37770034603934555,0.3829221099615097,0.4027401225907462,0.3234051527000136,0.49365162793062545,0.29778177990004273,0.31017433897488644,-0.5061798943206668,-0.5158849292621017,-0.4032159653708231,-0.4540718702430075,-0.4768802095204592,-0.3475262556328541,-0.6096678901463747,-0.4968566317111254,-0.41145587840583175,-0.47845292344157186,-0.6427394059885826,-0.9095449671149254,-0.44425838839794907,-0.3943269938333994,-0.44834054584304495,yale
