name,target_score,avoid_score,total_score,military_score,american_wars_score,revolutionary war_score,war of 1812_score,cold war_score,jackson_score,geopolitics_score,early_america_score,economic_score,decolonization_score,critical_theory_score,social_issues_score,economic_systems_score,cultural_studies_score,environmental_score,migration_score,transnational_score,indigenous_score,african_score,rousseau_score,empire_studies_score,post-wwii_score,1960s_score,islam_score,school
Edward Baring,0.4322463542121695,-0.6375597727049178,-0.2053134184927483,0.39907668425955567,0.431012337009112,0.3983615843912026,0.3319588272932986,0.4704672356446584,0.424428396103057,0.4938624854413782,0.4354293273108135,0.46267682661612836,-0.5710709889729817,-0.7067400924861431,-0.8054741716219318,-0.5947639510656397,-0.9453122150152922,-0.5843447844187419,-0.5276039481053458,-0.7392125666318905,-0.5189826332032681,-0.5513281766325235,-0.5339431959152079,-0.5888147455591121,-0.4604837894439697,-0.5222075112054454,-0.515836902614683,princeton
Rhae Lynn Barnes,0.45364432166716884,-0.6935177808432463,-0.2398734591760775,0.44546840253803477,0.3840815542195427,0.5196772811681993,0.3480336012687249,0.3942709071437518,0.4331373029285007,0.37051289498918044,0.6236649133572503,0.4300594245859733,-0.5845505421360333,-0.703757115358053,-0.9701561480760574,-0.5589797459542751,-0.930764714255929,-0.49363492030118195,-0.5459630430986484,-0.6008427866424124,-0.6746441006128278,-0.8622382320463657,-0.5878684389999838,-0.7119998186826706,-0.5113579295575619,-0.6173502553254366,-0.5791814630343155,princeton
David A. Bell,0.5905369263738237,-0.6712347459854611,-0.08069781961163736,0.7139501810073853,0.5565489453736558,0.6995249229776968,0.44773566899748596,0.5421090614541071,0.49942228642828534,0.6331959624375616,0.6326342701911927,0.4495410655935606,-0.6284394107758999,-0.7278509211760982,-0.6535596176167019,-0.5835178817311923,-0.8960685431957245,-0.5409547823898417,-0.5990231825659673,-0.8801886271685362,-0.5255179127367835,-0.6547323622857221,-0.5938429388084583,-0.6889952297012012,-0.6476592688510816,-0.6831822255626321,-0.4683487856777252,princeton
He Bian,0.4618025449263928,-0.658191581646635,-0.19638903672024227,0.39114948826348794,0.3506199099249912,0.3624511091357142,0.3038788015469909,0.393062963138024,0.37667047769895623,0.4470196549499792,0.5594899445772171,0.6945527695119381,-0.6276168065766494,-0.6387192799399297,-0.6149384387813153,-0.4675061104198297,-0.9453662689775229,-0.6324223103848371,-0.6103568288187187,-0.7014114446938038,-0.6491171728287425,-0.5778734638976555,-0.6068725541937683,-0.8844266524538398,-0.4208094609073466,-0.5771602410823107,-0.5005279273859092,princeton
Michael A. Blaakman,0.596570655665403,-0.7462232610175047,-0.14965260535210168,0.47972109109163286,0.45648548976580305,0.8222180992364884,0.3978118742704392,0.42627630815727025,0.4616100096040302,0.6100769226040159,0.6983108405555997,0.6959269620478153,-0.687713612318039,-0.616206656633453,-0.879895931109786,-0.9106806684285402,-0.927815830335021,-0.4757898822094181,-0.6419582056502502,-0.7266898729084503,-0.9132766276597977,-0.6955537391826511,-0.5462323742470255,-0.9559106100350618,-0.6240093514323235,-0.5340867338081201,-0.4936648483521172,princeton
Michael Brinley,0.5708439629856447,-0.6908262844958212,-0.11998232151017652,0.5117183362794461,0.5689551813818129,0.5823957059705984,0.41811275328738345,0.8313624352216721,0.4425079017877579,0.6306252811636244,0.39111508848620397,0.4921263640125593,-0.6134981773793697,-0.6516182385385036,-0.5642805012563865,-0.7310974842035457,-0.7240892797708511,-0.5978822633624077,-0.6365090093264978,-0.9153743293136358,-0.5589465801193214,-0.5069159278180451,-0.6659790475178382,-0.5243546660879956,-1.0013782531023026,-0.716547155752778,-0.5355324209948618,princeton
D. Graham Burnett,0.4653331994426198,-0.6497318434667421,-0.18439864402412226,0.46308060723968913,0.3767250671971579,0.4609556008075796,0.4289695202181866,0.5159774776548147,0.4049671720691592,0.4285035261943525,0.5913195984704154,0.44661271919806805,-0.6029380005598068,-0.6715967922161024,-0.5574677159699302,-0.5059607743418643,-0.7569016009569168,-0.874731388874352,-0.5889383041250863,-0.7320287968963385,-0.8293388936329972,-0.6815615977160633,-0.5014592712700722,-0.5916446913033724,-0.5335083638628324,-0.5122039568382261,-0.43159868541572777,princeton
Margot Canaday,0.5058579861626913,-0.6776406630223737,-0.1717826768596824,0.48611648387213546,0.43362671770510225,0.5550088585135511,0.36939247744454856,0.47927968179186187,0.4148067676525114,0.615854382195643,0.6101197942588977,0.47012582396467534,-0.6623555403202772,-0.8609963771369722,-1.0247448198497295,-0.6412833313586895,-0.7334756050258875,-0.5618968835721414,-0.5560356942827211,-0.6460027067611616,-0.5392298188060523,-0.6089274329133332,-0.6058079940120608,-0.6189178020382922,-0.5307354254817421,-0.669666598635641,-0.5014862583151886,princeton
Vera S. Candiani,0.5388598896169119,-0.7745615643502906,-0.23570167473337866,0.4887253490587076,0.4967600769004902,0.5158571709398728,0.39864288872906145,0.3885243079201742,0.4497595721483231,0.4835906549720537,0.7078044731450337,0.7069243468344212,-0.7682601507753134,-0.741555830463767,-0.6233079460493864,-0.9294039588421583,-0.7605123106390238,-0.942957915365696,-0.6614485240230958,-0.926729079335928,-0.9340143781155348,-0.6504946551285684,-0.6301547709959505,-0.9393502976745367,-0.5314007809554989,-0.6272841218326773,-0.45758354334559825,princeton
Janet Chen,0.40198986447506607,-0.5991114283374229,-0.19712156386235685,0.4117686633517345,0.33004874299916015,0.3575772099915827,0.32567559149686365,0.41545169333616894,0.39409585232543926,0.4418313797572358,0.4275595023400254,0.46525535335143414,-0.5200553861343199,-0.6267675996165384,-0.6380830294496955,-0.49801044979443154,-0.7231160342870724,-0.5015141560829112,-0.5569533077890383,-0.6913319273097884,-0.6288344843411132,-0.5231985947272431,-0.6077295082003963,-0.5292782697028348,-0.5328197347169573,-0.7246280993734088,-0.5343239787157232,princeton
