name,target_score,avoid_score,total_score,military_score,american_wars_score,revolutionary war_score,war of 1812_score,cold war_score,jackson_score,geopolitics_score,early_america_score,economic_score,decolonization_score,critical_theory_score,social_issues_score,economic_systems_score,cultural_studies_score,environmental_score,migration_score,transnational_score,indigenous_score,african_score,rousseau_score,empire_studies_score,post-wwii_score,1960s_score,islam_score,school
Oscar  Aguirre-Mandujano,0.4951314111383102,-0.690755945436933,-0.19562453429862275,0.5500098273158074,0.4839372249709235,0.4101872937608924,0.42616475250399405,0.42210469819944013,0.4533053919877669,0.6167189438428198,0.5505819670855999,0.45975905631979314,-0.6784576966116826,-0.5933444257825613,-0.5523683057787518,-0.48272090627708375,-0.6931013092398643,-0.46595584539532225,-0.6173467977958567,-0.8703011758625507,-0.6286414732624378,-0.5996523887539904,-0.49446486268385215,-0.9504411574453115,-0.6176284650961559,-0.6092990978088763,-0.972428947687149,upenn
Eiichiro Azuma,0.5503375026178086,-0.7199667182201392,-0.16962921560233069,0.47594941725475454,0.4215485219874697,0.5478458769411032,0.39550591150919595,0.5426103658974171,0.7216724693775177,0.6212574009048312,0.5956881947589644,0.4687821825345358,-0.6569998550188283,-0.6979825308521124,-0.8964905440807343,-0.556957981005932,-0.796353924473555,-0.5226760462392122,-0.9000203497707844,-0.8085557542869758,-0.5914148222655058,-0.6747110798954964,-0.5310994017248353,-0.9090098850429058,-0.5746266869828105,-0.6741331118558135,-0.6372684916199156,upenn
Cheikh Babou,0.4751154740466391,-0.7941955931348633,-0.3190801190882242,0.5728615667919318,0.361027086379857,0.44435575862863547,0.34844232171602635,0.5170413609594107,0.4024637612634235,0.5373924011566246,0.5365670518479772,0.4389440954973301,-0.9305715300142765,-0.7575243205797895,-0.702578579634428,-0.5219785925734676,-0.8759465459734201,-0.48134076964509276,-0.927426602691412,-0.8953385911881924,-0.6195847876369953,-1.0164356157183647,-0.4802862878090569,-0.880907217040658,-0.44085090374574065,-0.6417429513697114,-0.9803317785263062,upenn
Mia  Bay,0.49343518055242375,-0.7006215262760573,-0.2071863457236336,0.525173948307832,0.439516291436361,0.5323481348262491,0.48500533749659863,0.4646176659836879,0.48529946953058245,0.39744448784791503,0.603651013440556,0.4472896742944917,-0.5837528591177293,-0.7615171894431114,-0.963854456320405,-0.6486565593097892,-0.9085350316017866,-0.5677968213955562,-0.6387110656748216,-0.6798778569187833,-0.6210931899646919,-0.86740658339113,-0.6046313972629864,-0.6113109830766916,-0.570214446367962,-0.5611954060279661,-0.5365564377381987,upenn
Anne Berg,0.5048928035465419,-0.7663562497984997,-0.26146344625195783,0.6038750128392949,0.6235236652240609,0.41901939014593764,0.3977243371443316,0.5565988042997936,0.4738662023304878,0.4628141375903099,0.42304685301250883,0.4729356726010641,-0.58626689940691,-0.807151680846106,-0.8810536535456777,-0.7138191314512178,-0.9509482160210609,-0.9008510801941156,-0.5513459868619548,-0.916128933429718,-0.612856764013746,-0.80186204938218,-0.5412293796719727,-0.9075105022639036,-0.6524805344641209,-0.6878933263942599,-0.5510665979624416,upenn
Warren  Breckman,0.5901624089528178,-0.706631485385857,-0.11646907643303916,0.631579561829567,0.6306636151716566,0.6363612431881233,0.45043648540855863,0.6024886093985021,0.5332417521017927,0.6098709662045751,0.665801215171814,0.4667103064556917,-0.6566978854437668,-0.7261398100917307,-0.6990851933136583,-0.7869913433161048,-0.9753842391073704,-0.6187572191384706,-0.5587495310122477,-0.9036275204271078,-0.6119353972774532,-0.6256168061867357,-0.6823255354331601,-0.6713863505671422,-0.7011828894416492,-0.5450322996715413,-0.5053717692353938,upenn
Kathleen M. Brown,0.5876562170640403,-0.7721355646575201,-0.18447934759347984,0.5565099397139116,0.46999863194413566,0.5792560274547536,0.5011727546652158,0.5710442507075457,0.48730222284793856,0.595409520607103,0.8066051542758942,0.5842472025917635,-0.7552844151854515,-0.8612213430029376,-0.9625579342246056,-0.7085214184759826,-0.8878224547952414,-0.5692809980052214,-0.5838956820468109,-0.8575103124603629,-0.7374929688870907,-0.8519033081829548,-0.6305431563200223,-0.9173955135047436,-0.651807193333904,-0.7059666751366522,-0.5733233431043725,upenn
Lee  Cassanelli,0.5119978374766517,-0.7413964077342283,-0.2293985702575766,0.6079230281131608,0.5165658044389315,0.4428805705349819,0.38360592769192803,0.5593491536378861,0.42509250455984365,0.6063170094575201,0.5243597171123409,0.43351158812486884,-0.6070669138183196,-0.7385976567726447,-0.7789858275403581,-0.5423012158240783,-0.9183652810752392,-0.4987327045657569,-0.94235167093575,-0.8971589636057615,-0.6282737944275141,-0.9781554639339447,-0.513945970322109,-0.6301317686835926,-0.6145937267690897,-0.6620633925000827,-0.6640516435520517,upenn
Brent  Cebul,0.6141132097727734,-0.729586111200885,-0.11547290142811162,0.5834507237715381,0.706382667273283,0.6066897537363204,0.45338938773387955,0.6221871919881284,0.49904042604294685,0.6048662882830416,0.6338455163770251,0.7191959410905838,-0.5915998747653288,-0.7863840512931347,-0.9579520784318447,-0.9229551088064909,-0.6897042292569365,-0.5138158798217773,-0.6415315547081477,-0.9057964123785496,-0.6618905649520457,-0.6633850413840264,-0.6450974450192669,-0.6349087363729875,-0.6856569691250722,-0.761528504639864,-0.49591548392726553,upenn
Roger  Chartier,0.4728423137010118,-0.638572260230444,-0.16572994652943218,0.5290018945932389,0.47371519559255953,0.4373941797199134,0.37121045466296243,0.3906221611597748,0.3967878467661363,0.5060600516900462,0.5947819577796118,0.46437156548102704,-0.6529800309376282,-0.6635450720787048,-0.6852796399965883,-0.5724232028189459,-0.8103089645504952,-0.5172626819352018,-0.6586546792703516,-0.9132847674190998,-0.5468528182245791,-0.4981267749099061,-0.6092804155002038,-0.5684280485979148,-0.4945288933813572,-0.5220911693759263,-0.5455086547712034,upenn
